path,label
/parai/drum_samples/openhat/OP 19.wav,openhat
/parai/drum_samples/clap/clap - wtf @rip.warheart.wav,clap
/parai/drum_samples/kick/Daityas - Short Kick.wav,kick
/parai/drum_samples/kick/Kick - [Black Letter] @looplegend_.wav,kick
/parai/drum_samples/808/Dynox - Growl 808 @dynoxmusic.wav,808
/parai/drum_samples/clap/Break The Bank Clap 2.wav,clap
/parai/drum_samples/808/flo 808.wav,808
/parai/drum_samples/snare/[] snare - inspire.wav,snare
/parai/drum_samples/hihat/HH 12.wav,hihat
/parai/drum_samples/808/808 (90).wav,808
/parai/drum_samples/hihat/hi hat (27).wav,hihat
/parai/drum_samples/clap/Clap - [Slap] @looplegend_.wav,clap
/parai/drum_samples/hihat/1 (MEXIKODRO).wav,hihat
/parai/drum_samples/openhat/OH (Click & Twist).wav,openhat
/parai/drum_samples/kick/kick3.mp3,kick
/parai/drum_samples/808/cochise 808.wav,808
/parai/drum_samples/kick/Karma Kick @khemics_.wav,kick
/parai/drum_samples/hihat/hi hat (32).wav,hihat
/parai/drum_samples/hihat/flix hh @thecxdy.wav,hihat
/parai/drum_samples/clap/Royce David Clap.wav,clap
/parai/drum_samples/openhat/icy [open].wav,openhat
/parai/drum_samples/hihat/HH 20.wav,hihat
/parai/drum_samples/808/Gatti 808 @khemics_.wav,808
/parai/drum_samples/clap/Clap - [Dry] @looplegend_.wav,clap
/parai/drum_samples/snare/rare sn @thecxdy.wav,snare
/parai/drum_samples/808/808 (77).wav,808
/parai/drum_samples/808/808 (babydababy).wav,808
/parai/drum_samples/808/808 (47).wav,808
/parai/drum_samples/clap/NOST - Clap 12.wav,clap
/parai/drum_samples/openhat/open hat (34).wav,openhat
/parai/drum_samples/clap/Clap (Lies).wav,clap
/parai/drum_samples/808/Ayeplu$ - Panic (Short) 808.wav,808
/parai/drum_samples/hihat/hihat - meow @didusayaster.wav,hihat
/parai/drum_samples/snare/raw alt sn @thecxdy.wav,snare
/parai/drum_samples/snare/XanGang Snare  (3).wav,snare
/parai/drum_samples/hihat/hihat - she want me @rip.warheart.wav,hihat
/parai/drum_samples/snare/zay sn.wav,snare
/parai/drum_samples/808/ideo 808 @thecxdy.wav,808
/parai/drum_samples/808/808 7.wav,808
/parai/drum_samples/openhat/Open Hat - [Location] @looplegend_.wav,openhat
/parai/drum_samples/kick/Kick (Treat Ya Right).wav,kick
/parai/drum_samples/hihat/Reverse hat 1.wav,hihat
/parai/drum_samples/808/Proximity 808 @khemics_.wav,808
/parai/drum_samples/hihat/2.wav,hihat
/parai/drum_samples/kick/kick [kael].wav,kick
/parai/drum_samples/snare/snare (bigbro).wav,snare
/parai/drum_samples/808/MT2_Guilt 808.wav,808
/parai/drum_samples/hihat/Break Hat.wav,hihat
/parai/drum_samples/clap/basic clap copy.wav,clap
/parai/drum_samples/clap/twitch clap.wav,clap
/parai/drum_samples/808/808 (3).wav,808
/parai/drum_samples/808/viacom 808 @thecxdy.wav,808
/parai/drum_samples/hihat/HH (Regional).wav,hihat
/parai/drum_samples/kick/GoKick4.wav,kick
/parai/drum_samples/snare/snare [dark hole].wav,snare
/parai/drum_samples/kick/Urban Kick @khemics_.wav,kick
/parai/drum_samples/808/808 (61).wav,808
/parai/drum_samples/clap/CLAP - gummo.wav,clap
/parai/drum_samples/snare/dreamcast2 Snare (10).wav,snare
/parai/drum_samples/kick/NOST - Kick 05.wav,kick
/parai/drum_samples/snare/snare (mudd).wav,snare
/parai/drum_samples/hihat/NOST - Closed Hi Hat 07.wav,hihat
/parai/drum_samples/808/hacked my instagram 808.wav,808
/parai/drum_samples/kick/buddy [kick].wav,kick
/parai/drum_samples/openhat/open hat (33).wav,openhat
/parai/drum_samples/808/kool-aid 808.wav,808
/parai/drum_samples/kick/Kick - [Radio] @looplegend_.wav,kick
/parai/drum_samples/hihat/hi hat (17).wav,hihat
/parai/drum_samples/snare/Snare - [Metro] @looplegend_.wav,snare
/parai/drum_samples/808/808 - [Wondagurl] @looplegend_.wav,808
/parai/drum_samples/openhat/oh [cast].wav,openhat
/parai/drum_samples/clap/LC Dark Clap 1.wav,clap
/parai/drum_samples/kick/Kick 9.wav,kick
/parai/drum_samples/snare/R$J Snare.wav,snare
/parai/drum_samples/hihat/hi hat (9).wav,hihat
/parai/drum_samples/808/808 - alt zay @rip.warheart.wav,808
/parai/drum_samples/snare/chon chon sn @thecxdy.wav,snare
/parai/drum_samples/808/808 (33).wav,808
/parai/drum_samples/hihat/hi hat (47).wav,hihat
/parai/drum_samples/hihat/Bourne Hi-hat.wav,hihat
/parai/drum_samples/openhat/OH (Twizz).wav,openhat
/parai/drum_samples/hihat/MT2_Glimpse HH.wav,hihat
/parai/drum_samples/snare/snare (juveniles).wav,snare
/parai/drum_samples/808/808 (34).wav,808
/parai/drum_samples/clap/DANIKIYOKO Clap 7.wav,clap
/parai/drum_samples/openhat/open hat - nesquik @didusayaster.wav,openhat
/parai/drum_samples/kick/Kick 10.wav,kick
/parai/drum_samples/openhat/OP 15.wav,openhat
/parai/drum_samples/kick/[] kick - descendant.wav,kick
/parai/drum_samples/hihat/Hat (2).wav,hihat
/parai/drum_samples/kick/Kick (Cryin).wav,kick
/parai/drum_samples/openhat/open hat (50).wav,openhat
/parai/drum_samples/808/ICYTWAT 2 808.wav,808
/parai/drum_samples/808/808 [hell].wav,808
/parai/drum_samples/kick/[] kick - mikoto.wav,kick
/parai/drum_samples/openhat/OH - sonny digital.wav,openhat
/parai/drum_samples/openhat/[] open - descendant.wav,openhat
/parai/drum_samples/808/808 - zay declicked.wav,808
/parai/drum_samples/snare/snare [onyx].wav,snare
/parai/drum_samples/hihat/Anxiety 4 HH @khemics_.wav,hihat
/parai/drum_samples/clap/clap - lua @didusayaster.wav,clap
/parai/drum_samples/snare/Ryder loves this SN @khemics_.wav,snare
/parai/drum_samples/808/808 - [Lord] @looplegend_.wav,808
/parai/drum_samples/kick/METRO Kick.wav,kick
/parai/drum_samples/snare/lenore sn @thecxdy.wav,snare
/parai/drum_samples/openhat/Fragmented OH @khemics_.wav,openhat
/parai/drum_samples/clap/clap - pleg @rip.warheart.wav,clap
/parai/drum_samples/openhat/open hat (46).wav,openhat
/parai/drum_samples/808/MT2_Doe 808.wav,808
/parai/drum_samples/808/Ayeplu$ - Cocaine 808.wav,808
/parai/drum_samples/kick/5AM X SACHY Kick.wav,kick
/parai/drum_samples/openhat/Open-hat 2.wav,openhat
/parai/drum_samples/openhat/open hat (51).wav,openhat
/parai/drum_samples/snare/SNARE #3 @taddybbear.wav,snare
/parai/drum_samples/hihat/HH (Blooper).wav,hihat
/parai/drum_samples/openhat/#wise tree open crash (tempo sync_d) @thecxdy.wav,openhat
/parai/drum_samples/openhat/Dynox - Phased OpenHat @dynoxmusic.wav,openhat
/parai/drum_samples/snare/Snare (Give It 2 Me).wav,snare
/parai/drum_samples/hihat/Hat (3).wav,hihat
/parai/drum_samples/openhat/perk oh.wav,openhat
/parai/drum_samples/kick/rave kick.wav,kick
/parai/drum_samples/808/808 - [Club] @looplegend_.wav,808
/parai/drum_samples/snare/Snare (I Aint Gon Lie).wav,snare
/parai/drum_samples/snare/sypha sn @thecxdy.wav,snare
/parai/drum_samples/snare/icy sn.wav,snare
/parai/drum_samples/hihat/MT2_ROM HH.wav,hihat
/parai/drum_samples/808/Ear pain 808.wav,808
/parai/drum_samples/808/808 (39).wav,808
/parai/drum_samples/snare/Snare (Tighten).wav,snare
/parai/drum_samples/808/xlr 808 @thecxdy.wav,808
/parai/drum_samples/hihat/Hi Hat - [Old Southside] @looplegend_.wav,hihat
/parai/drum_samples/openhat/open hat (48).wav,openhat
/parai/drum_samples/808/Dynox - June 808 @dynoxmusic.wav,808
/parai/drum_samples/hihat/Antidote HH @khemics_.wav,hihat
/parai/drum_samples/kick/Kick - [Boosted Rack] @looplegend_.wav,kick
/parai/drum_samples/clap/Apollo Clap @khemics_.wav,clap
/parai/drum_samples/openhat/jugg [open].wav,openhat
/parai/drum_samples/808/808 Dental Floss.wav,808
/parai/drum_samples/clap/! Main Clap @khemics_.wav,clap
/parai/drum_samples/hihat/Hat (7).wav,hihat
/parai/drum_samples/kick/mathiastyner - 000.wav,kick
/parai/drum_samples/hihat/HH #2 @taddybbear.wav,hihat
/parai/drum_samples/kick/kick (2).wav,kick
/parai/drum_samples/openhat/Open Hat Keef.wav,openhat
/parai/drum_samples/hihat/NOST - Open Hi Hat 04.wav,hihat
/parai/drum_samples/snare/pole sn @thecxdy.wav,snare
/parai/drum_samples/808/MT2_Shay 808.wav,808
/parai/drum_samples/snare/snare - fuck producerwav @rip.warheart.wav,snare
/parai/drum_samples/kick/Kick (Usual).wav,kick
/parai/drum_samples/clap/slap clap.wav,clap
/parai/drum_samples/kick/kick [digi].wav,kick
/parai/drum_samples/snare/SNARE.wav,snare
/parai/drum_samples/openhat/Open Hat - [Post] @looplegend_.wav,openhat
/parai/drum_samples/808/Reality 808 @khemics_.wav,808
/parai/drum_samples/kick/Kick Rack copy.wav,kick
/parai/drum_samples/clap/Distort clap.wav,clap
/parai/drum_samples/hihat/hihat (gunna).wav,hihat
/parai/drum_samples/808/808 - silo old 808 @didusayaster.wav,808
/parai/drum_samples/clap/clap (26).wav,clap
/parai/drum_samples/hihat/street fighter hh @thecxdy.wav,hihat
/parai/drum_samples/808/SPINZ 808 copy.wav,808
/parai/drum_samples/clap/clap - asian women @rip.warheart.wav,clap
/parai/drum_samples/808/808 (58).wav,808
/parai/drum_samples/808/808 (29).wav,808
/parai/drum_samples/snare/Snare 3.wav,snare
/parai/drum_samples/808/808 Louisville Slugger.wav,808
/parai/drum_samples/808/aggressive [808].wav,808
/parai/drum_samples/clap/clap (doublecup).wav,clap
/parai/drum_samples/clap/royce david [clap].wav,clap
/parai/drum_samples/hihat/fiji hh @thecxdy.wav,hihat
/parai/drum_samples/hihat/hh [duel].wav,hihat
/parai/drum_samples/clap/[] clap - mikoto.wav,clap
/parai/drum_samples/kick/MT2_Polynesian Kick_2.wav,kick
/parai/drum_samples/hihat/hihat - hyperpoop @rip.warheart.wav,hihat
/parai/drum_samples/openhat/OP 13.wav,openhat
/parai/drum_samples/openhat/open hat (19).wav,openhat
/parai/drum_samples/snare/thin man sn @thecxdy.wav,snare
/parai/drum_samples/snare/NOST - Snare 09.wav,snare
/parai/drum_samples/snare/Drill Snare.wav,snare
/parai/drum_samples/hihat/HH (Cherry).wav,hihat
/parai/drum_samples/snare/dreamcast2 Snare (14).wav,snare
/parai/drum_samples/808/808 (23).wav,808
/parai/drum_samples/808/808 - harry potter.wav,808
/parai/drum_samples/hihat/Take A Step Back Hat.wav,hihat
/parai/drum_samples/808/808 (31).wav,808
/parai/drum_samples/kick/Kick (Friend of Zay).wav,kick
/parai/drum_samples/snare/dreamcast2 Snare (8).wav,snare
/parai/drum_samples/openhat/home [open].wav,openhat
/parai/drum_samples/808/Daityas - Crushed 808 (E).wav,808
/parai/drum_samples/hihat/MetroHihat.wav,hihat
/parai/drum_samples/hihat/cathedral [hh].wav,hihat
/parai/drum_samples/hihat/hihat - fyaaa @didusayaster.wav,hihat
/parai/drum_samples/hihat/^#^ hh @thecxdy.wav,hihat
/parai/drum_samples/hihat/rosa hh @thecxdy.wav,hihat
/parai/drum_samples/kick/Nightshow Kick @khemics_.wav,kick
/parai/drum_samples/snare/2 (Diego Money Snare).wav,snare
/parai/drum_samples/clap/clap (39).wav,clap
/parai/drum_samples/hihat/HH (Spark).wav,hihat
/parai/drum_samples/clap/clap (41).wav,clap
/parai/drum_samples/openhat/OP 3.wav,openhat
/parai/drum_samples/clap/clap (5).wav,clap
/parai/drum_samples/clap/MT2_Pack Clap.wav,clap
/parai/drum_samples/snare/dreamcast2 Snare (3).wav,snare
/parai/drum_samples/808/[] 808 - plasma.wav,808
/parai/drum_samples/808/MT2_Ferris 808.wav,808
/parai/drum_samples/snare/MT2_Dance Snare.wav,snare
/parai/drum_samples/808/808 (85).wav,808
/parai/drum_samples/openhat/open hat (31).wav,openhat
/parai/drum_samples/hihat/pierre hat.wav,hihat
/parai/drum_samples/hihat/hihat (highroller).wav,hihat
/parai/drum_samples/hihat/HAT - hacked my ig.wav,hihat
/parai/drum_samples/clap/clap (48).wav,clap
/parai/drum_samples/clap/clap (10).wav,clap
/parai/drum_samples/snare/Snare - [Travis] @looplegend_.wav,snare
/parai/drum_samples/808/808 - warheartkilledthis @rip.warheart.wav,808
/parai/drum_samples/hihat/hihat - i have a codeine prescription @rip.warheart.wav,hihat
/parai/drum_samples/snare/Quik SN @khemics_.wav,snare
/parai/drum_samples/clap/[] clap - shuhoku.wav,clap
/parai/drum_samples/snare/xxdrill snare.wav,snare
/parai/drum_samples/808/+med x 808 @thecxdy.wav,808
/parai/drum_samples/snare/snare (13).wav,snare
/parai/drum_samples/808/br!ck 808 @thecxdy.wav,808
/parai/drum_samples/snare/Snare 2.wav,snare
/parai/drum_samples/openhat/OH #9 @taddybbear.wav,openhat
/parai/drum_samples/snare/dreamcast2 Snare (7).wav,snare
/parai/drum_samples/808/[] 808 - rave bae.wav,808
/parai/drum_samples/openhat/Dynox - May OpenHat @dynoxmusic.wav,openhat
/parai/drum_samples/hihat/HAT - 88.wav,hihat
/parai/drum_samples/808/808 (22).wav,808
/parai/drum_samples/808/808 (66).wav,808
/parai/drum_samples/808/Census 808 @khemics_.wav,808
/parai/drum_samples/clap/CLAP #1 @taddybbear.wav,clap
/parai/drum_samples/snare/Snare (Snapper).wav,snare
/parai/drum_samples/hihat/hi hat (44).wav,hihat
/parai/drum_samples/openhat/Open Hat - [Reverse] @looplegend_.wav,openhat
/parai/drum_samples/snare/MT2_Lemonlime Snare.wav,snare
/parai/drum_samples/808/10 (MEXIKODRO v2).wav,808
/parai/drum_samples/hihat/HH 9.wav,hihat
/parai/drum_samples/openhat/slim open hat @thecxdy.wav,openhat
/parai/drum_samples/808/808 (86).wav,808
/parai/drum_samples/openhat/open hat (4).wav,openhat
/parai/drum_samples/kick/woke kick.wav,kick
/parai/drum_samples/hihat/hihat - ginseng @rip.warheart.wav,hihat
/parai/drum_samples/hihat/msi hi hat @thecxdy.wav,hihat
/parai/drum_samples/clap/Bootleg Clap @khemics_.wav,clap
/parai/drum_samples/808/808 (32).wav,808
/parai/drum_samples/openhat/open hat (54).wav,openhat
/parai/drum_samples/808/MT2_Money 808.wav,808
/parai/drum_samples/clap/snap clap.wav,clap
/parai/drum_samples/hihat/hihat - hop in da stage @rip.warheart.wav,hihat
/parai/drum_samples/kick/gin$eng kick (reverse it TRUST ME).wav,kick
/parai/drum_samples/clap/clap (tryals).wav,clap
/parai/drum_samples/kick/soft kick kankan.wav,kick
/parai/drum_samples/hihat/NOST - Closed Hi Hat 08.wav,hihat
/parai/drum_samples/hihat/hi hat (21).wav,hihat
/parai/drum_samples/clap/clap (50).wav,clap
/parai/drum_samples/kick/Shenanigans (Kick).wav,kick
/parai/drum_samples/clap/clap - low @rip.warheart.wav,clap
/parai/drum_samples/808/808 - [Dist Spinz] @looplegend_.wav,808
/parai/drum_samples/808/gore 808 @thecxdy ~patreon~.wav,808
/parai/drum_samples/kick/kick4.mp3,kick
/parai/drum_samples/808/NOST - 808 #3 (E).wav,808
/parai/drum_samples/clap/social clap.wav,clap
/parai/drum_samples/openhat/Accent OH @khemics_.wav,openhat
/parai/drum_samples/clap/DANIKIYOKO Clap 2.wav,clap
/parai/drum_samples/clap/Clap - [Starfall] @looplegend_.wav,clap
/parai/drum_samples/openhat/atom oh.wav,openhat
/parai/drum_samples/openhat/oh [sasuke].wav,openhat
/parai/drum_samples/808/808 (splash).wav,808
/parai/drum_samples/kick/LC Dark Kick 2.wav,kick
/parai/drum_samples/clap/Reverse clap 2.wav,clap
/parai/drum_samples/openhat/OH #5 @taddybbear.wav,openhat
/parai/drum_samples/808/Aqua 808.wav,808
/parai/drum_samples/808/plugg 808.wav,808
/parai/drum_samples/808/blod 808.wav,808
/parai/drum_samples/808/Presidential 808 @khemics_.wav,808
/parai/drum_samples/hihat/Dirt hat.wav,hihat
/parai/drum_samples/snare/glo sn.wav,snare
/parai/drum_samples/808/808 #3 @taddybbear.wav,808
/parai/drum_samples/clap/Clap (Crush).wav,clap
/parai/drum_samples/hihat/hihat - booty @rip.warheart.wav,hihat
/parai/drum_samples/hihat/HH (Tinsel).wav,hihat
/parai/drum_samples/808/Internet Money 808 @khemics_.wav,808
/parai/drum_samples/808/flyingfish 808.wav,808
/parai/drum_samples/hihat/hi hat (24).wav,hihat
/parai/drum_samples/clap/Sunday Clap @khemics_.wav,clap
/parai/drum_samples/hihat/Stove Top Hi Hat.wav,hihat
/parai/drum_samples/clap/Bounce Clap @khemics_.wav,clap
/parai/drum_samples/kick/KICK RACK.wav,kick
/parai/drum_samples/snare/snare6.mp3,snare
/parai/drum_samples/kick/NOST - Kick 07.wav,kick
/parai/drum_samples/808/808 (71).wav,808
/parai/drum_samples/openhat/open hat (11).wav,openhat
/parai/drum_samples/clap/clap (25).wav,clap
/parai/drum_samples/snare/Extinction SN @khemics_.wav,snare
/parai/drum_samples/clap/Dynox - Cloud Clap @dynoxmusic.wav,clap
/parai/drum_samples/hihat/hi hat (35).wav,hihat
/parai/drum_samples/openhat/open hat (1).wav,openhat
/parai/drum_samples/808/zay 808.wav,808
/parai/drum_samples/808/808 (78).wav,808
/parai/drum_samples/snare/snare7.mp3,snare
/parai/drum_samples/808/gooey 808.wav,808
/parai/drum_samples/hihat/HH (Chosen).wav,hihat
/parai/drum_samples/hihat/Hi Hat - [Frozen] @looplegend_.wav,hihat
/parai/drum_samples/hihat/hi hat (22).wav,hihat
/parai/drum_samples/openhat/open hat (32).wav,openhat
/parai/drum_samples/808/808 (87).wav,808
/parai/drum_samples/snare/Snare (Flyer).wav,snare
/parai/drum_samples/hihat/hi hat (30).wav,hihat
/parai/drum_samples/808/808 - mari @rip.warheart.wav,808
/parai/drum_samples/snare/pop snare.wav,snare
/parai/drum_samples/808/808 - [Wild] @looplegend_.wav,808
/parai/drum_samples/clap/clip clap.wav,clap
/parai/drum_samples/snare/Snare 9.wav,snare
/parai/drum_samples/clap/Reverse clap 4.wav,clap
/parai/drum_samples/808/3 (POLOBOYSHAWTY).wav,808
/parai/drum_samples/hihat/hihat (ricflair).wav,hihat
/parai/drum_samples/808/Casanova 808 @khemics_.wav,808
/parai/drum_samples/hihat/Hi-Hat (RnB Hats Sound Like Trash But When U Put Them In A Beat They Dope).wav,hihat
/parai/drum_samples/openhat/open hat - low @rip.warheart.wav,openhat
/parai/drum_samples/808/MT2_Potent 808.wav,808
/parai/drum_samples/hihat/LC Dark Hat 1.wav,hihat
/parai/drum_samples/snare/snare (11).wav,snare
/parai/drum_samples/openhat/shen open hat @thecxdy.wav,openhat
/parai/drum_samples/808/unfair [808].wav,808
/parai/drum_samples/hihat/[] hat - mikoto.wav,hihat
/parai/drum_samples/snare/Snare 17.wav,snare
/parai/drum_samples/kick/Case 19 (Kick).wav,kick
/parai/drum_samples/openhat/Dynox - Glass OpenHat @dynoxmusic.wav,openhat
/parai/drum_samples/snare/Breakfast SN @khemics_.wav,snare
/parai/drum_samples/snare/Snare (Bounce).wav,snare
/parai/drum_samples/snare/dreamcast2 Snare (13).wav,snare
/parai/drum_samples/hihat/[] hat - inspire.wav,hihat
/parai/drum_samples/hihat/clicker hh @thecxdy.wav,hihat
/parai/drum_samples/snare/c0mb0 live alt sn @thecxdy.wav,snare
/parai/drum_samples/808/808 (24).wav,808
/parai/drum_samples/808/808 (Marina).wav,808
/parai/drum_samples/kick/Kick - [Kid] @looplegend_.wav,kick
/parai/drum_samples/hihat/hi hat (7).wav,hihat
/parai/drum_samples/hihat/HH.wav,hihat
/parai/drum_samples/kick/Dynox - Tennis Kick @dynoxmusic.wav,kick
/parai/drum_samples/808/808 (88).wav,808
/parai/drum_samples/openhat/[] open - closure.wav,openhat
/parai/drum_samples/snare/NOST - Snare 01.wav,snare
/parai/drum_samples/hihat/hh [freezer].wav,hihat
/parai/drum_samples/hihat/highhat4.mp3,hihat
/parai/drum_samples/hihat/NOST - Open Hi Hat 07.wav,hihat
/parai/drum_samples/hihat/HH 15.wav,hihat
/parai/drum_samples/hihat/Reverse hat 4.wav,hihat
/parai/drum_samples/openhat/OP 11.wav,openhat
/parai/drum_samples/snare/Snare 10.wav,snare
/parai/drum_samples/hihat/Hat (4).wav,hihat
/parai/drum_samples/hihat/HH (Clank).wav,hihat
/parai/drum_samples/clap/clap (43).wav,clap
/parai/drum_samples/snare/snare1.mp3,snare
/parai/drum_samples/snare/4.wav,snare
/parai/drum_samples/hihat/Goated HH @khemics_.wav,hihat
/parai/drum_samples/clap/# clap @thecxdy.wav,clap
/parai/drum_samples/hihat/[] hat - ponk.wav,hihat
/parai/drum_samples/hihat/Hi Hat - [Ronny J] @looplegend_.wav,hihat
/parai/drum_samples/snare/Memphis Sn @khemics_.wav,snare
/parai/drum_samples/snare/demon alt sn @thecxdy.wav,snare
/parai/drum_samples/kick/Industry Kick @khemics_.wav,kick
/parai/drum_samples/snare/MT2_Ball Snare.wav,snare
/parai/drum_samples/clap/[] clap - index.wav,clap
/parai/drum_samples/snare/MT2_United Snare.wav,snare
/parai/drum_samples/snare/Snare (Suffering).wav,snare
/parai/drum_samples/clap/clap (44).wav,clap
/parai/drum_samples/snare/trappin snare.wav,snare
/parai/drum_samples/hihat/HH (Slug).wav,hihat
/parai/drum_samples/clap/MT2_Ze Clap.wav,clap
/parai/drum_samples/snare/snare (texas).wav,snare
/parai/drum_samples/808/XanGang 808  (2).wav,808
/parai/drum_samples/808/808 - raddle ahh zay @rip.warheart.wav,808
/parai/drum_samples/kick/HARD kick.wav,kick
/parai/drum_samples/snare/Snare (Pick Me).wav,snare
/parai/drum_samples/openhat/open hat (40).wav,openhat
/parai/drum_samples/hihat/Hi Hat - [Lit] @looplegend_.wav,hihat
/parai/drum_samples/snare/dreamcast2 Snare (2).wav,snare
/parai/drum_samples/808/compass 808 @thecxdy ~patreon~.wav,808
/parai/drum_samples/snare/SNARE #4 @taddybbear.wav,snare
/parai/drum_samples/snare/NOST - Snare 07.wav,snare
/parai/drum_samples/kick/KICK - sig.wav,kick
/parai/drum_samples/kick/Kick (Soul).wav,kick
/parai/drum_samples/snare/snare - txtme @rip.warheart.wav,snare
/parai/drum_samples/openhat/Zeus Open Hat.wav,openhat
/parai/drum_samples/openhat/stop open hat @thecxdy.wav,openhat
/parai/drum_samples/clap/slight clap @thecxdy.wav,clap
/parai/drum_samples/kick/GoKick2.wav,kick
/parai/drum_samples/hihat/[] hat - kanojo.wav,hihat
/parai/drum_samples/clap/DANIKIYOKO Clap 1.wav,clap
/parai/drum_samples/snare/snare - callme @rip.warheart.wav,snare
/parai/drum_samples/hihat/Anxiety HH @khemics_.wav,hihat
/parai/drum_samples/kick/Dynox - Crush Kick @dynoxmusic.wav,kick
/parai/drum_samples/snare/snare (trippie).wav,snare
/parai/drum_samples/clap/Clap (Rim Kinda).wav,clap
/parai/drum_samples/snare/snare (taliban).wav,snare
/parai/drum_samples/snare/snare - no lie @rip.warheart.wav,snare
/parai/drum_samples/openhat/open hat - slow @didusayaster.wav,openhat
/parai/drum_samples/clap/Mira Clap @khemics_.wav,clap
/parai/drum_samples/808/Industry zay @khemics_.wav,808
/parai/drum_samples/808/808 (83).wav,808
/parai/drum_samples/openhat/open hat (13).wav,openhat
/parai/drum_samples/808/Ayeplu$ - Butter (Short) 808.wav,808
/parai/drum_samples/kick/MT2_Hats Kick.wav,kick
/parai/drum_samples/808/808 (60).wav,808
/parai/drum_samples/808/Industry Spinz 2 808 @khemics_.wav,808
/parai/drum_samples/hihat/NOST - Open Hi Hat 02.wav,hihat
/parai/drum_samples/808/808 - snorkizzy @rip.warheart.wav,808
/parai/drum_samples/808/Burberry 808 @khemics_.wav,808
/parai/drum_samples/hihat/doe hh @thecxdy.wav,hihat
/parai/drum_samples/808/808 - tsunami @didusayaster.wav,808
/parai/drum_samples/clap/clap (18).wav,clap
/parai/drum_samples/clap/clap (16).wav,clap
/parai/drum_samples/snare/NOST - Snare 12.wav,snare
/parai/drum_samples/hihat/NOST - Closed Hi Hat 06.wav,hihat
/parai/drum_samples/openhat/crater open hat @thecxdy.wav,openhat
/parai/drum_samples/808/urwish [808].wav,808
/parai/drum_samples/kick/Kick (Reverse2).wav,kick
/parai/drum_samples/snare/Snare (Copycat).wav,snare
/parai/drum_samples/snare/plugg sn.wav,snare
/parai/drum_samples/808/808 (89).wav,808
/parai/drum_samples/clap/Leyva Clap @khemics_.wav,clap
/parai/drum_samples/snare/Snare 11.wav,snare
/parai/drum_samples/808/808 (42).wav,808
/parai/drum_samples/snare/Attitude SN @khemics_.wav,snare
/parai/drum_samples/hihat/HH 6.wav,hihat
/parai/drum_samples/clap/clap (migos).wav,clap
/parai/drum_samples/808/808 [skull].wav,808
/parai/drum_samples/snare/Save SN @khemics_.wav,snare
/parai/drum_samples/808/Ayeplu$ - Bed Time (Short) 808.wav,808
/parai/drum_samples/808/LC 808 1.wav,808
/parai/drum_samples/hihat/illionaire hh @thecxdy.wav,hihat
/parai/drum_samples/hihat/Wavey HH @khemics_.wav,hihat
/parai/drum_samples/openhat/open hat (38).wav,openhat
/parai/drum_samples/snare/Snare - [Pillow] @looplegend_.wav,snare
/parai/drum_samples/hihat/hi hat (39).wav,hihat
/parai/drum_samples/hihat/hi hat (11).wav,hihat
/parai/drum_samples/snare/crazy snare.wav,snare
/parai/drum_samples/clap/Clap 5.wav,clap
/parai/drum_samples/kick/Rack Kick copy.wav,kick
/parai/drum_samples/clap/CLAP - basic.wav,clap
/parai/drum_samples/808/808 - swagapino @rip.warheart.wav,808
/parai/drum_samples/clap/clap [agido].wav,clap
/parai/drum_samples/snare/cry snare.wav,snare
/parai/drum_samples/808/XanGang Sub  (2).wav,808
/parai/drum_samples/kick/NOST - Kick 04.wav,kick
/parai/drum_samples/808/Hell 808.wav,808
/parai/drum_samples/hihat/wide hat.wav,hihat
/parai/drum_samples/808/granny 808.wav,808
/parai/drum_samples/hihat/Anxiety 3 HH @khemics_.wav,hihat
/parai/drum_samples/hihat/Hi Hat - [Oh Hey Pyrex] @looplegend_.wav,hihat
/parai/drum_samples/808/stamp 808.wav,808
/parai/drum_samples/hihat/roll hh @thecxdy.wav,hihat
/parai/drum_samples/snare/DANIKIYOKO Snare 7.wav,snare
/parai/drum_samples/hihat/H!ckey hat.wav,hihat
/parai/drum_samples/808/808 - very basic @didusayaster.wav,808
/parai/drum_samples/808/zay x edit 808 @thecxdy.wav,808
/parai/drum_samples/clap/Luger Slap Clap.wav,clap
/parai/drum_samples/clap/clap - post nut clarity @rip.warheart.wav,clap
/parai/drum_samples/808/808 - [Super Dist] @looplegend_.wav,808
/parai/drum_samples/clap/Clap - [Sunk] @looplegend_.wav,clap
/parai/drum_samples/openhat/open hat (47).wav,openhat
/parai/drum_samples/snare/Snare 14.wav,snare
/parai/drum_samples/hihat/hihat - memory @rip.warheart.wav,hihat
/parai/drum_samples/kick/[] kick - shuhoku.wav,kick
/parai/drum_samples/clap/clap [alana].wav,clap
/parai/drum_samples/clap/clap (17).wav,clap
/parai/drum_samples/snare/snare - close @didusayaster.wav,snare
/parai/drum_samples/snare/Snare (Rent Free).wav,snare
/parai/drum_samples/openhat/open hat - facetime @rip.warheart.wav,openhat
/parai/drum_samples/clap/clap (47).wav,clap
/parai/drum_samples/808/808 2 copy.wav,808
/parai/drum_samples/hihat/Dynox - Dox HiHat @dynoxmusic.wav,hihat
/parai/drum_samples/808/808 (45).wav,808
/parai/drum_samples/808/MT2_Submarina 808.wav,808
/parai/drum_samples/808/808 (lenoxsquare).wav,808
/parai/drum_samples/clap/pint clap @thecxdy.wav,clap
